locus_chr	locus_start	locus_end	locus_name	locus_ngene	locus_width	locus_pheno	locus_mindistgene	locus_nspecialgene	locus_ninteractiongene	locus_hisig_type	gene_tss	gene_end	gene_locusdist_kbp	gene_closestsnp	gene_name	gene_type	gene_prob_selected	gene_signet	gene_mindist	gene_special	gene_signet+	distance_score	special_score	ppi_score	TF_score	total_score	exp_score	gene_hisig_type	ppi_deg	ppi_deg_active_cnt	ppi_deg_active_names	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27275433	27281499	232.64	rs1260326	DNAJC5G	protein_coding	0.0	.	.	.	.	-25.0833608938552	0.0	87.44426359518735	1.956110425985344	64.3170131273175	0.031989108459942905	poorsig	0	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27282429	27307439	225.644	rs1260326	TRIM54	protein_coding	0.0	.	.	.	.	-25.04153256453668	0.0	85.59700761731122	1.956110425985344	62.51158547875988	0.0052591416850077885	poorsig	22	5	CALM3:omim;CAVIN2;FARS2;JOSD1;LMO4	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27307400	27308445	200.673	rs1260326	UCN	protein_coding	0.0	.	.	.	.	-24.888579092785164	0.0	88.08706193692548	1.956110425985344	65.15459327012566	0.07391942340494902	poorsig	1	1	CRHR1	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27312453	27325680	195.62	rs1260326	MPV17	protein_coding	0.0	.	.	.	.	-24.85699758016305	0.0	86.37248861211161	1.956110425985344	63.4716014579339	0.01373550127217883	poorsig	4	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27356492	27356999	151.581	rs1260326	GTF3C2	protein_coding	0.0	.	.	.	.	-24.575963453092427	0.0	87.01159982614928	1.956110425985344	64.3917467990422	0.03447137108644466	poorsig	5	1	CASQ2:omim	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27364352	27370338	143.721	rs1260326	EIF2B4	protein_coding	0.0	.	.	.	.	-24.52545008989776	0.0	86.21287941611865	1.956110425985344	63.64353975220624	0.016312343792948516	poorsig	8	1	GPR183	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27370496	27377535	137.577	rs1260326	SNX17	protein_coding	0.0	.	.	.	.	-24.48610727904149	0.0	86.37248861211161	1.956110425985344	63.84249175905546	0.019903072483633755	poorsig	4	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27380444	27380790	127.629	rs1260326	ZNF513	protein_coding	0.0	.	.	.	.	-24.42289643234118	0.0	86.90686807396966	1.956110425985344	64.44008206761383	0.03617847846640347	poorsig	2	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27409555	27409591	98.518	rs1260326	PPM1G	protein_coding	0.0	.	.	.	.	-24.24517530505455	0.0	86.05556492117914	1.956110425985344	63.76650004210994	0.018446642932073373	poorsig	12	2	CAV1:coloc;TLE3	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27427790	27442259	80.283	rs1260326	NRBP1	protein_coding	0.0	.	.	.	.	-24.14389205536561	0.0	86.63930259877307	1.956110425985344	64.4515209693928	0.03659469652841004	poorsig	3	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27442366	27446481	65.707	rs1260326	KRTCAP3	protein_coding	0.0	.	.	.	.	-24.07178700024485	0.0	87.44426359518735	1.956110425985344	65.32858702092784	0.08796767151619303	poorsig	0	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27454087	27489805	53.986	rs1260326	IFT172	protein_coding	0.0	.	.	.	.	-24.02123717349289	0.0	86.90686807396966	1.956110425985344	64.84174132646211	0.05406157546831395	poorsig	2	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27491883	27495200	16.19	rs1260326	FNDC4	protein_coding	0.14	.	.	.	.	-23.91806698473841	0.0	88.18989231068268	1.956110425985344	66.22793575192962	0.2162246922378073	poorsig	4	2	CAV1:coloc;NDUFB3	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27496839	27523684	11.234	rs1260326	GCKR	protein_coding	0.0	.	mindist	.	.	-23.912482415263145	0.0	87.17518756082428	1.956110425985344	65.21881557154649	0.07882245580929227	mindist	1	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27537386	27582720	29.313	rs1260326	C2orf16	protein_coding	0.86	signet	.	.	signet+	-23.942239898066976	0.0	87.44426359518735	1.956110425985344	65.45813412310572	0.10013472006979032	poorsig	0	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27582969	27623217	74.896	rs1260326	ZNF512	protein_coding	0.0	.	.	.	.	-24.11618285999796	0.0	85.15829300341117	1.956110425985344	62.99822056939856	0.008555744479714274	poorsig	12	1	TBX5	0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27625638	27629012	117.565	rs1260326	CCDC121	protein_coding	0.0	.	.	.	.	-24.35992349424629	0.0	87.44426359518735	1.956110425985344	65.0404505269264	0.06594577964386743	poorsig	0	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27628247	27651511	120.174	rs1260326	GPN1	protein_coding	0.0	.	.	.	.	-24.37612929000985	0.0	85.84110507503534	1.956110425985344	63.42108621101084	0.013058882687510253	poorsig	6	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27663426	27695366	155.353	rs1260326	SLC4A1AP	protein_coding	0.0	.	.	.	.	-24.60023680846397	0.0	86.63930259877307	1.956110425985344	63.995176216294446	0.0231862301214004	poorsig	3	0		0	0	.	0	0	.
2	27258583	27695366	rs1260326	21	436.783	HR	GCKR	0.0	17.0	poorsig	27663614	27663840	155.541	rs1260326	SUPT7L	protein_coding	0.0	.	.	.	.	-24.60144673870304	0.0	86.63930259877307	1.956110425985344	63.99396628605538	0.023158193365126558	poorsig	3	0		0	0	.	0	0	.
2	36355778	36646087	rs7562790	2	290.309	QRS	CRIM1	0.0	2.0	poorsig	36355778	36551135	90.634	rs7562790	CRIM1	protein_coding	1.0	signet	mindist	.	signet+	-24.20011865515773	0.0	88.18989231068268	1.956110425985344	65.94588408151029	0.6519913226700708	mindist	1	0		0	0	.	0	0	.
2	36355778	36646087	rs7562790	2	290.309	QRS	CRIM1	0.0	2.0	poorsig	36552268	36646087	105.856	rs7562790	FEZ2	protein_coding	0.0	.	.	.	.	-24.28852736280865	0.0	87.65049717960348	1.956110425985344	65.31808024278016	0.34800867732992924	poorsig	3	0		0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	36837698	36966536	128.025	rs3770770	STRN	protein_coding	0.55	signet	.	.	signet+	-24.42539721226845	0.0	88.18989231068268	1.956110425985344	65.72060552439957	0.29089929291400546	poorsig	8	3	CALM1:omim;CAV1:coloc;RASSF3	0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	36988859	37084372	23.136	rs3770770	HEATR5B	protein_coding	0.45	.	mindist	.	.	-23.92919738716044	0.0	87.33488836420987	1.956110425985344	65.36180140303478	0.20319640293362456	mindist	1	0		0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37084518	37099244	63.646	rs17020136	GPATCH11	protein_coding	0.0	.	.	.	.	-24.06237564252332	0.0	87.33488836420987	1.956110425985344	65.2286231476719	0.17785965034803156	poorsig	1	0		0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37148988	37157522	128.116	rs17020136	EIF2AK2	protein_coding	0.0	.	.	.	.	-24.425972096537546	0.0	84.53169397309631	1.956110425985344	62.06183230254411	0.007494758525513838	poorsig	14	1	MAP3K7	0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37188670	37196598	167.798	rs17020136	SULT6B1	protein_coding	0.0	.	.	.	.	-24.68025021677795	0.0	87.60440654751926	1.956110425985344	64.88026675672666	0.1255417493181628	poorsig	0	0		0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37196488	37216193	175.616	rs17020136	CEBPZOS	protein_coding	0.0	.	.	.	.	-24.73031140834821	0.0	87.60440654751926	1.956110425985344	64.83020556515639	0.11941169874180727	poorsig	0	0		0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37201612	37231596	180.74	rs17020136	CEBPZ	protein_coding	0.0	.	.	.	.	-24.76298087307609	0.0	83.75373477552321	1.956110425985344	60.94686432843247	0.0024577245417303465	poorsig	16	1	TCF7L2	0	0	.	0	0	.
2	36837698	37253403	rs17020136+rs3770770	8	415.705	QRS	HEATR5B	0.0	6.0	poorsig	37231631	37253403	210.759	rs17020136	NDUFAF7	protein_coding	0.0	.	.	.	.	-24.951012452121933	0.0	87.33488836420987	1.956110425985344	64.33998633807329	0.07313872267712408	poorsig	1	0		0	0	.	0	0	.
2	40126137	40611053	rs12997023+rs6544311	1	484.916	QT	SLC8A1	0.0	1.0	poorsig	40452069	40611053	73.773	rs12997023	SLC8A1	protein_coding	1.0	signet	mindist	.	signet+	-24.110555607467163	0.0	88.18989231068268	1.956110425985344	66.03544712920086	1.0	mindist	8	6	ANK2:omim;ATP2A2;CACNA2D1:omim;CAV3:omim;GJA1;PDE3A	0	0	.	0	0	.
2	47176511	47176921	locus_CALM2	1	0.41		CALM2	1.0	1.0	.	47176511	47176921	0.205		CALM2	omim	1.0	signet	mindist	omim	signet+	-23.907270512628777	2.6845129491943647	88.18989231068268	1.956110425985344	68.92324517323361	1.0	.	26	20	AKAP9:omim;CACNA1C:omim;CAMK2D:coloc;CAMKV;CAV3:omim;CRHR1;GJA1;IQGAP3;JOSD1;KCNE1:omim;KCNN2;KCNQ1:exome,omim;MAP3K7;OBSCN;PAM;RIOK3;RYR2:omim;SCN10A:coloc,exome,omim;SPATA17;TTN:exome	0	0	.	0	0	.
2	59779570	60554467	rs12713404	1	774.897	HR	BCL11A	0.0	1.0	poorsig	60450520	60554467	670.95	rs12713404	BCL11A	protein_coding	1.0	signet	mindist	.	signet+	-26.88514193613705	0.0	88.18989231068268	1.956110425985344	63.26086080053098	1.0	mindist	1	0		0	0	.	0	0	.
2	66433452	66573869	rs4430933+rs62144050	1	140.417	HR+PR	MEIS1	0.0	1.0	poorsig	66433452	66573869	64.478	rs62144050	MEIS1	protein_coding	1.0	signet	mindist	.	signet+	-24.06614942729266	0.0	88.18989231068268	1.956110425985344	66.07985330937537	1.0	mindist	4	2	CREBBP;XCL1	0	0	.	0	0	.
2	71453561	71686763	rs7595140	1	233.202	JT	DYSF	0.0	1.0	poorsig	71453561	71686763	98.06	rs7595140	DYSF	protein_coding	1.0	signet	mindist	.	signet+	-24.24251192735421	0.0	88.18989231068268	1.956110425985344	65.90349080931381	1.0	mindist	4	2	CAV3:omim;TTN:exome	0	0	.	0	0	.
2	102619553	103019900	rs2732860	3	400.347	PR	TMEM182	1.0	1.0	coloc	102619553	102711355	162.322	rs2732860	SLC9A2	protein_coding	0.0	.	.	.	.	-24.64507353063733	0.0	88.18989231068268	1.9741527886832344	65.51897156872859	0.04132918285735263	poorsig	0	0		1	1	SP3	0	0	.
2	102619553	103019900	rs2732860	3	400.347	PR	TMEM182	1.0	1.0	coloc	102718334	102736888	63.541	rs2732860	MFSD9	protein_coding	0.0	.	.	.	.	-24.06190186120082	0.0	88.18989231068268	1.956110425985344	66.0841008754672	0.07272594248653783	poorsig	0	0		0	0	.	0	0	.
2	102619553	103019900	rs2732860	3	400.347	PR	TMEM182	1.0	1.0	coloc	102736905	103019900	44.97	rs2732860	TMEM182	protein_coding	1.0	signet	mindist	coloc	signet+	-23.98770777556936	2.425762480924711	88.18989231068268	1.956110425985344	68.58405744202338	0.8859448746561096	coloc	0	0		0	0	.	0	0	.
2	123408943	124921219	rs1439840	1	1512.276	JT	CNTNAP5	0.0	0.0	poorsig	124025287	124921219	616.344	rs1439840	CNTNAP5	protein_coding	1.0	signet	mindist	.	signet+	-26.724737966719	0.0	88.18989231068268	1.956110425985344	63.42126476994903	1.0	mindist	0	0		0	0	.	0	0	.
2	147715326	147930826	rs1606812	1	215.5	JT	ACVR2A	0.0	1.0	poorsig	147844517	147930826	129.191	rs1606812	ACVR2A	protein_coding	1.0	signet	mindist	.	signet+	-24.43276911390037	0.0	88.18989231068268	1.956110425985344	65.71323362276766	1.0	mindist	5	1	BMP2	0	0	.	0	0	.
2	158968640	159616569	rs17494056	3	647.929	HR	WDSUB1	0.0	2.0	poorsig	158968640	159232659	227.58	rs17494056	TANC1	protein_coding	0.0	.	.	.	.	-25.053154879570897	0.0	87.113229583619	1.956110425985344	64.01618513003345	0.07139955189898677	poorsig	4	0		0	0	.	0	0	.
2	158968640	159616569	rs17494056	3	647.929	HR	WDSUB1	0.0	2.0	poorsig	159235798	159286703	39.578	rs17494056	WDSUB1	protein_coding	1.0	signet	mindist	.	signet+	-23.97013116118671	0.0	88.18989231068268	1.956110425985344	66.17587157548131	0.6189212472659715	mindist	0	0		0	0	.	0	0	.
2	158968640	159616569	rs17494056	3	647.929	HR	WDSUB1	0.0	2.0	poorsig	159318979	159616569	122.759	rs17494056	BAZ2B	protein_coding	0.0	.	.	.	.	-24.392273552919104	0.0	87.91959358921665	1.956110425985344	65.48343046228288	0.30967920083504163	poorsig	1	0		0	0	.	0	0	.
2	163518692	163736012	rs13018106	1	217.32	PR	FIGN	0.0	0.0	poorsig	163593396	163736012	74.704	rs13018106	FIGN	protein_coding	1.0	signet	mindist	.	signet+	-24.11521699283796	0.0	88.18989231068268	1.956110425985344	66.03078574383007	1.0	mindist	0	0		0	0	.	0	0	.
2	173877880	173965373	rs1047640+rs938291	1	87.493	QT	SP3	0.0	1.0	poorsig	173918785	173965373	37.237	rs1047640	SP3	protein_coding	1.0	signet	mindist	.	signet+	-23.96311216479774	0.0	88.18989231068268	1.956110425985344	66.18289057187029	1.0	mindist	5	1	CREBBP	0	0	.	9	3	ATP2A2;CDH2;IGFBP3
2	174395730	175005381	rs1991601+rs564190295	5	609.651	QRS	WIPF1	0.0	3.0	poorsig	174395730	174429575	207.311	rs1991601	SCRN3	protein_coding	0.0	.	.	.	.	-24.929763613805225	0.0	88.18989231068268	1.956110425985344	65.2162391228628	0.17154827665574648	poorsig	0	0		0	0	.	0	0	.
2	174395730	175005381	rs1991601+rs564190295	5	609.651	HR+QRS	WIPF1	0.0	3.0	poorsig	174487088	174487094	115.953	rs1991601	GPR155	protein_coding	1.0	signet	.	.	signet+	-24.34995872901579	0.0	88.18989231068268	1.956110425985344	65.79604400765223	0.30633203896441924	poorsig	0	0		0	0	.	0	0	.
2	174395730	175005381	rs1991601+rs564190295	5	609.651	HR+QRS	WIPF1	0.0	3.0	poorsig	174634579	174682916	31.538	rs1991601	WIPF1	protein_coding	0.0	.	mindist	.	.	-23.94764049555639	0.0	87.38126474830821	1.956110425985344	65.38973467873717	0.20404902414357357	mindist	3	0		0	0	.	0	0	.
2	174395730	175005381	rs1991601+rs564190295	5	609.651	HR+QRS	WIPF1	0.0	3.0	poorsig	174764472	174787935	81.527	rs564190295	CHRNA1	protein_coding	0.0	.	.	.	.	-24.150451115109025	0.0	87.65005191140821	1.956110425985344	65.45571122228453	0.21796550644427268	poorsig	2	0		0	0	.	0	0	.
2	174395730	175005381	rs1991601+rs564190295	5	609.651	HR+QRS	WIPF1	0.0	3.0	poorsig	174847555	175005381	164.61	rs564190295	CHN1	protein_coding	0.0	.	.	.	.	-24.659779603529763	0.0	87.38126474830821	1.956110425985344	64.6775955707638	0.10010515379198796	poorsig	3	0		0	0	.	0	0	.
2	178463664	179264832	rs10497520+rs10497529+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	5	801.168	JT+QT	CCDC141	1.0	5.0	exome	178463664	178478600	247.12	rs72648998	FKBP7	protein_coding	0.0	.	.	.	.	-25.16840222010217	0.0	85.1475042162491	1.956110425985344	61.93521242213228	0.0002600598467002435	poorsig	5	1	FARS2	0	0	.	0	0	.
2	178463664	179264832	rs10497520+rs10497529+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	5	801.168	JT+QT	CCDC141	1.0	5.0	exome	178480457	178516463	230.327	rs72648998	PLEKHA3	protein_coding	0.0	.	.	.	.	-25.069584085847502	0.0	85.29748677756942	1.956110425985344	62.18401311770726	0.00033352321719847157	poorsig	1	0		0	0	.	0	0	.
2	178463664	179264832	rs10497520+rs10497529+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	5	801.168	HR+JT+PR+QT	CCDC141	1.0	5.0	exome	178807423	178830802	17.706	rs7561149	TTN	protein_coding	1.0	signet	.	exome	signet+	-23.920170309486288	3.960854043481216	88.18989231068268	1.956110425985344	70.18668647066295	0.9968801515840926	exome	21	9	CALM1:omim;CALM2:omim;CALM3:omim;CAV3:omim;DYSF;KCNH2:exome,omim;OBSCN;PAM;TLE3	0	0	.	0	0	.
2	178463664	179264832	rs10497520+rs10497529+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	5	801.168	HR+JT+PR+QT	CCDC141	1.0	5.0	exome	178829757	179050137	4.628	rs7561149	CCDC141	protein_coding	0.0	.	mindist	.	.	-23.90815551795184	0.0	85.94435465261499	1.956110425985344	63.99230956064849	0.002034507233106021	mindist	2	1	CAV3:omim	0	0	.	0	0	.
2	178463664	179264832	rs10497520+rs10497529+rs151041685+rs34819099+rs72648998+rs7561149+rs922984	5	801.168	HR	CCDC141	1.0	5.0	exome	179101678	179264832	126.517	rs10497529	SESTD1	protein_coding	0.0	.	.	.	.	-24.415882183844715	0.0	85.03205936320391	1.956110425985344	62.57228760534454	0.0004917581189026372	poorsig	2	0		0	0	.	0	0	.
2	187377642	187565760	rs62172372	2	188.118	HR	CALCRL	0.0	2.0	poorsig	187448252	187448460	70.61	rs62172372	CALCRL	protein_coding	0.07	.	mindist	.	.	-24.094999259958588	0.0	87.279335171699	1.956110425985344	65.14044633772576	0.37062818770659434	mindist	1	0		0	0	.	0	0	.
2	187377642	187565760	rs62172372	2	188.118	HR	CALCRL	0.0	2.0	poorsig	187513641	187565760	135.999	rs62172372	TFPI	protein_coding	0.93	signet	.	.	signet+	-24.47603357096837	0.0	88.18989231068268	1.956110425985344	65.66996916569965	0.6293718122934057	poorsig	1	1	PITX3:coloc	0	0	.	0	0	.
2	191678068	191847088	rs12468579	2	169.02	JT	CAVIN2	0.0	2.0	poorsig	191678068	191741097	154.196	rs12468579	NABP1	protein_coding	0.0	.	.	.	.	-24.592790662046585	0.0	87.06746981241365	1.956110425985344	64.43078957635241	0.1409077344026266	poorsig	1	0		0	0	.	0	0	.
2	191678068	191847088	rs12468579	2	169.02	JT	CAVIN2	0.0	2.0	poorsig	191834310	191847088	2.046	rs12468579	CAVIN2	protein_coding	1.0	signet	mindist	.	signet+	-23.90744214387373	0.0	88.18989231068268	1.956110425985344	66.2385605927943	0.8590922655973733	mindist	7	3	CAV1:coloc;PITX3:coloc;PRKCA:coloc	0	0	.	0	0	.
2	200295976	200584096	rs295140	3	288.12	QT	SPATS2L	1.0	3.0	coloc	200305881	200482264	9.905	rs295140	SPATS2L	protein_coding	1.0	signet	mindist	coloc	signet+	-23.911324166768768	2.425762480924711	88.18989231068268	1.956110425985344	68.66044105082396	0.9449373643657138	coloc	4	1	FGFR1	0	0	.	0	0	.
2	200295976	200584096	rs295140	3	288.12	QT	SPATS2L	1.0	3.0	coloc	200510008	200584096	214.032	rs295140	SGO2	protein_coding	0.0	.	.	.	.	-24.97108801084968	0.0	88.18989231068268	1.956110425985344	65.17491472581834	0.02895064024148099	poorsig	4	1	CASQ2:omim	0	0	.	0	0	.
2	200295976	200584096	rs295140	3	288.12	QT	SPATS2L	1.0	3.0	coloc	200510068	200519784	214.092	rs295140	KCTD18	protein_coding	0.0	.	.	.	.	-24.97145515394751	0.0	88.08706193692548	1.956110425985344	65.07171720896332	0.026111995392805218	poorsig	1	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	200810594	200827338	193.243	rs1106399	BZW1	protein_coding	0.0	.	.	.	.	-24.84207633740259	0.0	86.37248861211161	1.956110425985344	63.486522700694366	0.03685198381485231	poorsig	4	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	200864658	200864691	139.179	rs1106399	CLK1	protein_coding	0.0	.	.	.	.	-24.496348518654013	0.0	85.1582930034112	1.956110425985344	62.61805491074253	0.015462869935196579	poorsig	12	1	FAT1:coloc	0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	200889077	200889303	114.76	rs1106399	PPIL3	protein_coding	0.0	.	.	.	.	-24.34260928079512	0.0	86.90686807396966	1.956110425985344	64.52036921915989	0.1036226536522649	poorsig	2	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	200889327	200903938	114.51	rs1106399	NIF3L1	protein_coding	0.0	.	.	.	.	-24.34107197546588	0.0	84.896482620636	1.956110425985344	62.51152107115546	0.013900263857556256	poorsig	12	1	DCTD	0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	200963660	200963680	40.177	rs1106399	ORC2	protein_coding	0.0	.	mindist	.	.	-23.9719876223152	0.0	85.57653054125576	1.956110425985344	63.56065334492591	0.039687651591935574	mindist	7	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	201071433	201085750	67.596	rs1106399	NDUFB3	protein_coding	0.14	.	.	.	.	-24.080595732740125	0.0	88.18989231068268	1.956110425985344	66.0654070039279	0.48579841567220405	poorsig	4	2	CAV3:omim;FNDC4	0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	201071669	201071671	67.832	rs1106399	FAM126B	protein_coding	0.86	signet	.	.	signet+	-24.08170825578678	0.0	87.44426359518735	1.956110425985344	65.31866576538592	0.23022394675469288	poorsig	0	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	201116154	201176687	112.317	rs1106399	CFLAR	protein_coding	0.0	.	.	.	.	-24.3276302287813	0.0	85.57653054125576	1.956110425985344	63.205010738459805	0.02781005065799011	poorsig	6	0		0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	201182872	201229428	179.035	rs1106399	CASP10	protein_coding	0.0	.	.	.	.	-24.75212450110786	0.0	86.31975839725489	1.956110425985344	63.52374432213237	0.03824952238360315	poorsig	10	2	MYLIP;RIOK3	0	0	.	0	0	.
2	200810594	201361836	rs1106399	10	551.242	JT	ORC2	0.0	9.0	poorsig	201233443	201361836	229.606	rs1106399	CASP8	protein_coding	0.0	.	.	.	.	-25.06527899513444	0.0	85.11613714922402	1.956110425985344	62.006968580074926	0.008392641679704124	poorsig	16	3	PIK3C3;RFFL:coloc;SORBS1	0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219195237	219209651	239.582	rs907683	ZFAND2B	protein_coding	0.0	.	.	.	.	-25.12439312197485	0.0	87.65005191140821	1.956110425985344	64.4817692154187	0.00021089962428787168	poorsig	2	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219211039	219218994	223.78	rs907683	ABCB6	protein_coding	0.0	.	.	.	.	-25.03030882233785	0.0	88.02079686230861	1.956110425985344	64.9465984659561	0.00033569786917251736	poorsig	4	1	CACNA2D1:omim	0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219229626	219229717	205.193	rs907683	ATG9A	protein_coding	0.0	.	.	.	.	-24.91666162263976	0.0	87.113229583619	1.956110425985344	64.15267838696458	0.00015175865722310604	poorsig	4	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219229783	219236679	205.036	rs907683	ANKZF1	protein_coding	0.0	.	.	.	.	-24.91568894583924	0.0	88.18989231068268	1.956110425985344	65.23031379082879	0.0004458251707885281	poorsig	0	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219245444	219245478	189.375	rs907683	GLB1L	protein_coding	0.0	.	.	.	.	-24.817711972058856	0.0	87.65005191140821	1.956110425985344	64.7884503653347	0.0002865931046401585	poorsig	2	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219245455	219250337	189.364	rs907683	STK16	protein_coding	0.0	.	.	.	.	-24.817642541217666	0.0	86.84594391360991	1.956110425985344	63.98441179837759	0.00012825556680188738	poorsig	5	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219253243	219272197	181.576	rs907683	TUBA4B	protein_coding	0.0	.	.	.	.	-24.76829843597964	0.0	87.113229583619	1.956110425985344	64.3010415736247	0.00017603004033917474	poorsig	4	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219253918	219277902	180.901	rs907683	TUBA4A	protein_coding	0.0	.	.	.	.	-24.76400523902036	0.0	83.12002452184187	1.956110425985344	60.31212970880686	3.2600508695092213e-06	poorsig	27	4	CAV3:omim;FGFR1;GJA1;SKI:coloc	0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219279342	219286898	155.477	rs907683	DNAJB2	protein_coding	0.0	.	.	.	.	-24.601034847638307	0.0	87.91959358921665	1.956110425985344	65.27466916756369	0.00046604502897431253	poorsig	1	0		0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219309401	219309648	125.418	rs907683	PTPRN	protein_coding	0.0	.	.	.	.	-24.40896219994533	0.0	87.68973806501252	1.956110425985344	65.23688629105253	0.0004487650072784237	poorsig	12	3	CAND2;SNTA1:omim;TRDN:omim	0	0	.	0	0	.
2	219195237	219641980	rs55910611+rs907683	23	446.743	HR	SPEG	2.0	18.0	omim	219327407	219333177	107.412	rs907683	RESP18	protein_coding	0.0	.	.	.	.	-24.29787132957496	0.0	88.18989231068268	1.956110425985344	65.84813140709306	0.0008269502183009442	poorsig	0	0		0	0	.	0	0	.
